srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2852429,AN,8,700064,201,233,131,D,ADLD,734203,6/6/2017,5/30/2017,2/8/2018,4508,2/15/2018,15
2931223,C,3,560011,233,233,228,A,ADLD,560078,1/16/2018,9/22/2016,3/3/2018,4469,3/8/2018,12
2922512,C,2,110018,233,233,228,A,ADLD,110019,12/4/2017,4/29/2017,2/28/2018,4091,3/11/2018,13
2989444,AN,21,110015,233,233,131,B,ADLD,324007,12/15/2016,7/12/2016,3/16/2018,4580,3/17/2018,13
3016646,AN,8,700064,233,233,131,A,ADLD,700135,6/20/2017,5/1/2016,3/25/2018,4508,3/29/2018,12
3038868,AJ,25,560037,233,233,131,A,ADLD,641001,1/10/2018,5/4/2017,3/30/2018,4496,4/2/2018,9
3034488,AJ,23,400001,233,233,131,A,ADLD,400033,8/4/2017,8/4/2017,3/29/2018,4398,3/31/2018,9
3075186,AM,2,110018,233,233,228,A,ADLD,201304,3/25/2018,12/11/2017,4/11/2018,4092,4/13/2018,10
2961256,C,3,560011,233,245,131,A,ADLD,560100,5/14/2017,4/13/2017,3/9/2018,4461,3/12/2018,11
2890355,AN,2,110018,233,233,131,A,ADLD,110017,10/20/2017,10/6/2017,2/20/2018,4147,2/23/2018,9
2893250,AJ,10,226010,233,233,131,B,ADLD,282007,1/13/2017,12/17/2017,2/21/2018,4444,3/8/2018,17
2867246,AN,22,400104,233,233,131,A,ADLD,411018,10/30/2017,10/28/2017,2/13/2018,4581,2/16/2018,13
2839101,C,2,110018,233,233,131,A,ADLD,121001,3/20/2017,3/15/2017,2/4/2018,4091,2/8/2018,17
2983682,AJ,25,560037,233,233,228,A,ADLD,560032,6/29/2017,6/24/2017,3/15/2018,4460,3/17/2018,11
2925041,AN,22,400104,233,233,131,C,ADLD,485001,5/30/2017,5/25/2017,2/28/2018,4581,3/6/2018,13
2993227,AJ,2,110018,233,233,228,A,ADLD,110083,1/31/2018,1/30/2018,3/17/2018,4388,4/3/2018,10
3073373,AN,8,700064,233,233,131,A,ADLD,700044,4/24/2017,4/19/2017,4/10/2018,4508,4/12/2018,8
2907257,AJ,3,560011,308,233,131,A,ADLD,560043,4/13/2016,4/13/2016,2/26/2018,4460,3/10/2018,9
2939261,C,2,110018,308,233,228,A,ADLD,122018,11/23/2017,8/19/2016,3/4/2018,4091,3/9/2018,14
2957330,AN,17,800001,233,233,131,C,ADLD,855107,4/8/2017,4/6/2017,3/8/2018,4538,3/19/2018,16
2988778,J,2,110018,233,233,131,A,ADLD,560037,5/14/2017,3/29/2017,3/16/2018,5138,3/27/2018,17
3022570,AA,3,560011,308,233,131,A,ADLD,560043,3/25/2017,3/15/2017,3/26/2018,4400,3/29/2018,13
3008636,AJ,8,700064,233,233,131,A,ADLD,700007,9/18/2017,9/2/2017,3/22/2018,4499,4/6/2018,11
2883190,AD,2,110018,233,233,228,A,ADLD,110085,11/15/2017,3/22/2017,2/18/2018,4148,2/19/2018,15
2934710,C,5,380009,233,233,131,B,ADLD,395023,1/13/2018,1/13/2018,3/3/2018,4546,3/12/2018,13
3000345,AJ,7,500004,233,233,228,A,ADLD,500072,2/27/2018,11/13/2017,3/20/2018,4474,3/21/2018,9
2996411,AM,1,400059,233,233,131,B,ADLD,452001,10/16/2017,10/15/2017,3/19/2018,4018,3/23/2018,20
2961647,AN,21,110015,233,245,131,A,ADLD,110095,4/5/2017,4/3/2017,3/9/2018,4580,3/22/2018,8
2825046,AN,21,110015,233,233,131,C,ADLD,141008,9/28/2017,9/21/2017,1/31/2018,4580,2/6/2018,11
2828573,C,3,560011,233,233,228,A,ADLD,560076,1/5/2018,7/12/2017,2/1/2018,4461,2/5/2018,10
2832845,AN,6,160059,233,233,131,B,ADLD,160047,5/22/2017,5/16/2017,2/2/2018,4673,2/8/2018,10
2873880,AN,3,560011,233,233,131,A,ADLD,560018,12/11/2017,12/11/2017,2/15/2018,4467,2/17/2018,8
2846910,C,3,560011,233,233,131,A,ADLD,560064,1/1/2018,3/18/2017,2/6/2018,4461,2/13/2018,13
2906732,AN,21,110015,233,233,228,A,ADLD,201304,2/4/2018,10/10/2017,2/25/2018,4580,2/26/2018,9
2931091,C,2,110018,233,233,131,A,ADLD,110028,1/30/2018,12/30/2017,3/2/2018,4550,3/6/2018,12
2938496,AN,21,110015,233,233,228,A,ADLD,110059,8/18/2017,2/11/2017,3/4/2018,4580,3/7/2018,10
2883946,C,2,110018,308,233,228,A,ADLD,122003,7/30/2017,5/16/2017,2/18/2018,4094,3/16/2018,13
3011966,AN,22,400104,233,233,131,A,ADLD,400701,6/12/2017,6/10/2017,3/23/2018,4581,3/26/2018,10
3003525,AJ,27,110034,233,233,131,B,ADLD,123401,11/23/2017,11/12/2017,3/21/2018,4388,3/26/2018,13
3039454,AN,26,560066,233,233,131,A,ADLD,560034,12/28/2017,12/27/2017,3/30/2018,5001,4/9/2018,13
3044023,AN,26,560066,233,233,131,A,ADLD,600099,7/24/2017,7/23/2017,4/1/2018,5001,4/9/2018,8
3066433,AN,7,500004,233,233,131,B,ADLD,530032,3/23/2018,3/1/2018,4/8/2018,4403,4/11/2018,18
3065232,AN,26,560066,308,233,131,A,ADLD,560076,12/2/2016,12/1/2016,4/7/2018,5001,4/11/2018,12
3086303,S,24,110092,201,233,228,D,ADLD,136033,1/25/2018,10/21/2017,4/15/2018,4150,4/17/2018,15
2953255,C,3,560011,233,245,228,A,ADLD,560064,1/19/2018,6/8/2017,3/7/2018,4469,3/13/2018,15
3038168,C,3,560011,308,245,131,A,ADLD,560052,12/18/2017,12/29/2015,3/30/2018,4461,4/6/2018,11
3019975,AN,21,110015,233,233,131,C,ADLD,174103,1/15/2018,1/11/2018,3/26/2018,4580,3/28/2018,12
3022649,AN,21,110015,233,233,131,A,ADLD,110048,3/6/2017,3/2/2017,3/26/2018,4580,4/5/2018,12
3031844,AN,26,560066,233,233,131,C,ADLD,635001,4/4/2017,4/3/2017,3/28/2018,5001,4/2/2018,10
2929033,D,1,400059,233,233,228,A,ADLD,700027,12/22/2017,12/3/2017,3/1/2018,4511,3/7/2018,14
2930827,AJ,23,400001,233,233,131,A,ADLD,421201,9/26/2017,9/21/2017,3/2/2018,4398,3/13/2018,9
2835179,AN,21,110015,233,233,131,A,ADLD,110062,1/12/2018,11/22/2017,2/3/2018,4580,2/6/2018,11
2928734,AN,22,400104,233,233,131,A,ADLD,411007,5/29/2017,5/27/2017,3/1/2018,4581,3/7/2018,9
3069105,AJ,9,411016,233,233,131,C,ADLD,492001,11/13/2017,10/31/2017,4/9/2018,4021,4/12/2018,10
2833550,Y,22,400104,233,233,131,A,ADLD,411057,4/5/2017,3/22/2017,2/3/2018,4581,2/6/2018,9
2831342,AJ,1,400059,233,233,131,A,ADLD,401101,2/5/2017,2/4/2017,2/2/2018,4398,2/10/2018,12
2871565,AJ,3,560011,233,233,228,B,ADLD,590003,12/2/2017,11/23/2017,2/14/2018,4460,2/15/2018,11
2881780,AJ,12,302006,233,233,228,B,ADLD,342001,1/20/2018,12/30/2017,2/17/2018,4407,2/20/2018,10
2862141,AN,22,400104,201,233,131,D,ADLD,396310,12/28/2017,12/26/2017,2/12/2018,4581,2/24/2018,16
2832001,AE,5,380009,233,245,131,B,ADLD,360002,11/16/2017,2/24/2017,2/2/2018,4033,2/6/2018,10
2887768,AN,26,560066,233,233,131,A,ADLD,560008,12/8/2017,12/6/2017,2/19/2018,5001,3/16/2018,13
3007008,AI,8,700064,233,233,131,C,ADLD,751004,11/18/2017,11/18/2017,3/22/2018,4499,3/30/2018,14
3048437,AN,22,400104,233,233,131,B,ADLD,452001,7/26/2017,7/22/2017,4/2/2018,4581,4/9/2018,15
3041607,AN,21,110015,233,233,228,A,ADLD,110085,3/29/2018,3/28/2018,3/31/2018,4580,4/11/2018,9
3087292,AN,21,110015,233,233,131,A,ADLD,122001,7/1/2017,6/30/2017,4/16/2018,4580,4/18/2018,10
2851637,AN,7,500004,233,233,131,A,ADLD,500018,8/25/2017,8/23/2017,2/8/2018,4403,2/12/2018,13
2842838,AN,3,560011,233,233,228,A,ADLD,560093,11/8/2017,10/19/2017,2/6/2018,4467,2/8/2018,7
2868142,AF,5,380009,233,233,131,A,ADLD,382427,2/17/2017,2/16/2017,2/14/2018,4039,2/16/2018,8
2877643,C,1,400059,233,233,131,A,ADLD,400101,5/21/2017,5/21/2017,2/16/2018,4545,2/26/2018,14
2895641,AD,5,380009,233,233,131,A,ADLD,380014,1/15/2018,1/22/2017,2/22/2018,4011,2/24/2018,13
2907854,AN,22,400104,233,233,131,A,ADLD,411001,2/22/2018,2/8/2018,2/26/2018,4581,3/1/2018,10
2945830,AN,22,400104,233,233,131,A,ADLD,400101,4/19/2017,4/18/2017,3/6/2018,4581,3/9/2018,9
2949879,AA,24,110092,233,233,131,A,ADLD,800004,7/17/2017,7/14/2017,3/7/2018,4150,3/17/2018,10
3028372,AN,7,500004,233,233,131,B,ADLD,520013,11/18/2017,11/8/2017,3/27/2018,4403,4/2/2018,11
3001449,AN,22,400104,233,233,131,B,ADLD,370020,9/30/2016,9/28/2016,3/20/2018,4581,3/29/2018,16
3002007,AN,21,110015,233,233,131,C,ADLD,152001,9/30/2017,5/7/2016,3/20/2018,4580,3/24/2018,12
2963572,C,6,160059,233,233,131,B,ADLD,140401,10/12/2017,10/8/2017,3/10/2018,4549,3/27/2018,17
3042240,AN,22,400104,233,233,131,A,ADLD,411027,11/20/2017,11/17/2017,3/31/2018,4581,4/4/2018,9
3050259,AJ,8,700064,233,233,131,A,ADLD,700019,11/19/2016,11/19/2016,4/3/2018,4499,4/6/2018,10
3063052,AN,22,400104,233,233,131,A,ADLD,411028,11/25/2017,11/24/2017,4/7/2018,4581,4/10/2018,11
3044928,C,3,560011,233,233,131,B,ADLD,570023,6/19/2017,6/9/2017,4/1/2018,4461,4/7/2018,17
3090690,AN,26,560066,201,233,131,D,ADLD,629167,7/24/2017,7/22/2017,4/17/2018,5001,4/20/2018,14
3005661,AN,21,110015,233,245,131,A,ADLD,110005,6/23/2016,6/22/2016,3/22/2018,4580,3/24/2018,10
2858426,AN,8,700064,233,233,228,A,ADLD,700004,1/7/2018,12/22/2017,2/10/2018,4508,2/13/2018,11
2892058,AD,2,110018,233,233,131,A,ADLD,110017,12/21/2017,7/8/2016,2/21/2018,4148,2/28/2018,14
2961758,AJ,2,110018,233,233,131,A,ADLD,110063,7/12/2016,7/12/2016,3/10/2018,4388,3/16/2018,14
2899423,AN,2,110018,233,233,131,A,ADLD,110040,8/18/2016,8/12/2016,2/23/2018,4147,2/26/2018,17
2919359,AM,6,160059,233,233,131,A,ADLD,160071,12/12/2017,12/12/2017,2/27/2018,4435,3/3/2018,15
2926594,AN,22,400104,233,233,131,A,ADLD,382480,11/16/2017,9/15/2017,2/28/2018,4581,3/8/2018,13
3066876,AN,21,110015,233,233,131,A,ADLD,121001,12/9/2017,12/8/2017,4/9/2018,4580,4/12/2018,7
2832830,C,3,560011,233,233,131,B,ADLD,570002,3/22/2016,7/18/2016,2/2/2018,4461,3/5/2018,18
2934449,D,1,400059,233,233,131,A,ADLD,700106,12/11/2017,10/14/2017,3/3/2018,4390,3/10/2018,14
3015107,AJ,23,400001,233,233,131,A,ADLD,412308,6/3/2017,6/3/2017,3/24/2018,4021,3/28/2018,6
3024552,AN,21,110015,233,233,131,A,ADLD,121010,5/25/2017,5/19/2017,3/27/2018,4580,4/2/2018,7
3055258,AE,8,700064,233,233,131,C,ADLD,752050,12/21/2017,12/21/2017,4/4/2018,4503,4/6/2018,17
2944617,U,2,110018,233,245,131,C,ADLD,585223,1/16/2018,1/16/2018,3/6/2018,4399,3/8/2018,15
2844548,C,2,110018,233,233,131,A,ADLD,110001,1/15/2018,1/1/2018,2/6/2018,4550,2/10/2018,12
2958206,C,2,110018,233,233,131,A,ADLD,122004,7/9/2017,5/24/2017,3/9/2018,4091,4/2/2018,15
3041820,AN,21,110015,233,233,131,C,ADLD,131101,7/5/2017,6/4/2017,3/31/2018,4580,4/14/2018,10
3065818,AN,22,400104,233,233,131,B,ADLD,393001,4/21/2017,10/26/2016,4/8/2018,4581,4/11/2018,15
3062745,AN,22,400104,233,233,131,C,ADLD,485001,5/4/2017,4/28/2017,4/7/2018,4581,4/14/2018,13
3030968,AN,22,400104,233,233,131,A,ADLD,400614,4/17/2017,4/13/2017,3/28/2018,4581,4/12/2018,11
2851547,AN,21,110015,233,233,131,A,ADLD,122017,10/25/2016,10/25/2016,2/8/2018,4580,2/13/2018,8
2931240,AN,3,560011,233,233,228,A,ADLD,560102,6/29/2017,7/20/2017,3/3/2018,4415,3/5/2018,10
2943420,AN,21,110015,233,233,131,A,ADLD,122017,2/10/2017,2/8/2017,3/5/2018,4580,3/9/2018,16
2873037,C,2,110018,233,233,228,A,ADLD,122017,2/6/2018,1/24/2018,2/15/2018,4091,2/23/2018,10
2939036,AN,3,560011,233,233,131,A,ADLD,560108,7/6/2017,7/4/2017,3/4/2018,4467,3/7/2018,7
2977371,AJ,2,110018,233,233,228,A,ADLD,201306,9/16/2017,8/10/2017,3/13/2018,4388,3/15/2018,15
3045851,AN,8,700064,233,233,131,A,ADLD,700001,1/12/2018,1/11/2018,4/2/2018,4508,4/4/2018,11
3014253,AJ,23,400001,308,233,131,A,ADLD,400601,10/13/2017,10/13/2017,3/24/2018,4398,3/29/2018,8
3030614,AN,26,560066,233,233,131,A,ADLD,560091,7/21/2017,7/21/2017,3/28/2018,5001,4/2/2018,10
3053021,C,5,380009,233,233,228,B,ADLD,392001,3/14/2018,3/5/2018,4/4/2018,4546,4/7/2018,12
3062616,C,2,110018,233,233,228,A,ADLD,110059,7/13/2017,1/30/2017,4/6/2018,4550,4/12/2018,13
3068627,AJ,27,110034,233,233,131,A,ADLD,110018,11/6/2017,11/5/2017,4/9/2018,4388,4/13/2018,13
3081335,AN,21,110015,233,233,131,C,ADLD,142026,6/27/2017,6/24/2017,4/13/2018,4580,4/18/2018,12
2851511,AD,3,560011,233,233,228,A,ADLD,560067,1/24/2018,6/25/2017,2/8/2018,4468,2/21/2018,11
3028250,C,2,110018,233,233,228,A,ADLD,121001,2/16/2018,1/27/2018,3/27/2018,4091,3/31/2018,18
3049780,AI,23,400001,233,233,131,B,ADLD,395007,3/19/2018,3/19/2018,4/3/2018,4398,4/9/2018,12
2940800,C,3,560011,233,245,131,A,ADLD,560011,11/10/2017,11/3/2017,3/5/2018,4461,3/12/2018,12
2853476,AN,3,560011,233,233,131,A,ADLD,560032,1/4/2018,1/3/2018,2/8/2018,4467,3/1/2018,10
2885376,L,2,110018,233,233,131,B,ADLD,221010,10/27/2017,10/8/2017,2/19/2018,4154,2/24/2018,21
2940559,AJ,25,560037,233,233,131,A,ADLD,560050,5/3/2017,5/3/2017,3/5/2018,4460,3/17/2018,11
3029208,AN,7,500004,233,233,131,C,ADLD,505208,8/30/2017,8/22/2017,3/28/2018,4403,4/13/2018,12
2880677,AJ,1,400059,233,233,228,A,ADLD,400606,8/23/2017,11/1/2016,2/17/2018,4398,3/4/2018,10
2982402,AA,7,500004,233,233,131,A,ADLD,500062,1/30/2018,1/26/2018,3/15/2018,4479,3/25/2018,11
3033341,AN,8,700064,233,233,131,A,ADLD,700007,4/6/2017,3/30/2017,3/29/2018,4508,3/31/2018,9
2840576,AJ,1,400059,233,233,228,B,ADLD,452001,1/6/2018,11/3/2017,2/5/2018,4398,2/6/2018,12
2938715,AJ,10,226010,233,233,228,B,ADLD,208016,1/14/2018,7/21/2017,3/4/2018,4444,3/14/2018,16
3015037,AN,21,110015,233,245,131,A,ADLD,110085,5/10/2017,5/9/2017,3/24/2018,4580,4/3/2018,10
2820157,AA,3,560011,233,233,228,A,ADLD,560066,11/7/2017,10/1/2017,1/30/2018,4465,1/31/2018,11
2860951,AN,3,560011,233,233,131,A,ADLD,560093,3/30/2017,3/15/2017,2/11/2018,4467,2/14/2018,8
2876942,AN,22,400104,233,233,131,B,ADLD,462023,6/13/2017,6/10/2017,2/16/2018,4581,2/19/2018,15
2855294,AN,7,500004,233,233,131,C,ADLD,509208,1/25/2018,1/22/2018,2/9/2018,4403,2/18/2018,14
2843899,G,17,800001,233,233,228,C,ADLD,834002,12/28/2017,7/21/2017,2/6/2018,4504,2/9/2018,20
2912675,Y,4,600024,201,233,131,D,ADLD,621216,10/30/2017,8/3/2017,2/27/2018,4490,3/3/2018,10
2981720,AA,24,110092,233,233,228,A,ADLD,110033,1/18/2018,12/27/2017,3/15/2018,4150,3/17/2018,12
3023071,AN,21,110015,233,233,228,A,ADLD,110029,2/17/2018,2/4/2017,3/26/2018,4580,4/3/2018,11
3025140,C,3,560011,233,233,228,A,ADLD,560064,3/10/2018,8/4/2017,3/27/2018,4469,3/30/2018,11
3045064,AN,21,110015,233,233,131,A,ADLD,201307,4/4/2017,3/30/2017,4/1/2018,4580,4/5/2018,9
3041115,AN,17,800001,233,233,131,A,ADLD,800026,7/25/2017,7/23/2017,3/31/2018,4538,4/7/2018,8
3077541,AJ,23,400001,233,233,131,A,ADLD,400012,3/25/2017,3/25/2017,4/12/2018,4398,4/15/2018,15
3062794,C,3,560011,308,233,228,A,ADLD,560048,10/28/2017,7/18/2017,4/7/2018,4469,4/19/2018,14
3046997,AN,22,400104,233,245,131,B,ADLD,382007,8/31/2017,3/31/2017,4/2/2018,4581,4/8/2018,15
3056324,AN,26,560066,233,233,131,B,ADLD,585104,6/19/2017,6/17/2017,4/5/2018,5001,4/10/2018,12
2951237,AN,22,400104,233,233,131,A,ADLD,411018,12/13/2017,12/11/2017,3/7/2018,4581,3/11/2018,10
2991573,AJ,6,160059,233,233,131,C,ADLD,141003,12/21/2017,3/4/2017,3/17/2018,4437,3/23/2018,11
2832080,AN,12,302006,233,233,131,A,ADLD,302015,2/14/2017,2/10/2017,2/2/2018,4668,2/8/2018,11
3052186,AJ,27,110034,233,233,228,A,ADLD,201310,3/17/2018,3/16/2018,4/3/2018,4388,4/6/2018,14
2861867,AN,21,110015,233,233,131,A,ADLD,110001,6/5/2017,6/3/2017,2/12/2018,4580,2/15/2018,11
3080277,AN,22,400104,233,233,131,A,ADLD,421301,9/4/2017,9/11/2016,4/13/2018,4581,4/17/2018,11
2830159,AN,8,700064,233,233,131,B,ADLD,734001,1/6/2018,6/20/2017,2/1/2018,4508,2/13/2018,11
2931092,C,12,302006,233,233,131,B,ADLD,313001,1/5/2018,1/1/2018,3/2/2018,4453,3/7/2018,15
3022164,AN,22,400104,233,233,131,A,ADLD,400062,1/6/2018,1/4/2018,3/26/2018,4581,4/3/2018,15
3045361,Y,1,400059,233,233,131,B,ADLD,452001,9/23/2017,7/27/2017,4/2/2018,4581,4/18/2018,14
2839659,AJ,2,110018,233,233,228,A,ADLD,110020,1/4/2018,1/3/2018,2/5/2018,4388,2/6/2018,10
2883451,AJ,1,400059,233,233,131,A,ADLD,400012,8/13/2017,8/13/2017,2/18/2018,4398,2/23/2018,10
2919258,C,2,110018,233,233,131,A,ADLD,110051,5/29/2017,5/29/2017,2/27/2018,4094,3/1/2018,13
2919470,AN,3,560011,233,233,131,A,ADLD,560035,10/6/2017,9/30/2017,2/27/2018,4467,3/5/2018,7
2901274,AL,9,411016,233,233,131,A,ADLD,411001,5/5/2017,4/25/2017,2/23/2018,4428,2/28/2018,20
2973274,AN,26,560066,233,233,131,A,ADLD,600073,8/7/2017,8/4/2017,3/13/2018,5001,3/19/2018,8
2993208,AA,24,110092,233,233,228,A,ADLD,110044,1/11/2018,10/11/2017,3/17/2018,4150,3/26/2018,15
2971969,AI,2,110018,233,233,131,A,ADLD,110059,2/24/2018,2/24/2018,3/12/2018,4388,3/20/2018,11
2949881,AI,7,500004,233,233,131,A,ADLD,500037,12/14/2017,12/14/2017,3/7/2018,4474,3/30/2018,8
3043199,AN,22,400104,233,233,131,A,ADLD,421202,8/4/2017,8/2/2017,3/31/2018,4581,4/4/2018,10
3068631,C,3,560011,233,233,131,A,ADLD,562149,11/14/2017,11/14/2017,4/9/2018,4461,4/11/2018,14
3044646,C,2,110018,233,233,228,A,ADLD,201301,2/21/2018,2/18/2018,4/1/2018,4550,4/10/2018,13
3029983,AI,8,700064,233,233,131,B,ADLD,741235,1/27/2018,1/27/2018,3/28/2018,4499,4/11/2018,15
2838891,AJ,3,560011,233,245,131,A,ADLD,560024,5/30/2017,5/11/2017,2/4/2018,4460,2/10/2018,5
2930513,AN,7,500004,233,233,228,A,ADLD,500013,2/14/2018,6/16/2017,3/2/2018,4403,3/10/2018,8
3066645,AJ,6,160059,233,233,228,B,ADLD,160019,5/30/2017,5/27/2017,4/9/2018,4437,4/12/2018,9
3088948,AN,21,110015,233,233,131,A,ADLD,110094,9/15/2017,9/13/2017,4/16/2018,4580,4/20/2018,6
2835592,AJ,11,641012,201,201,131,D,ADLD,673011,2/26/2017,2/21/2017,2/3/2018,4496,2/9/2018,12
2961158,C,7,500004,233,233,131,A,ADLD,500089,1/23/2018,6/29/2017,3/9/2018,4477,3/20/2018,12
3070624,AN,21,110015,233,233,228,A,ADLD,201310,2/15/2018,11/22/2017,4/10/2018,4580,4/12/2018,9
2872757,AJ,8,700064,233,233,131,A,ADLD,700072,5/10/2017,5/10/2017,2/15/2018,4499,2/24/2018,16
3064752,AN,26,560066,233,233,131,A,ADLD,600002,12/23/2017,12/22/2017,4/7/2018,5001,4/14/2018,13
2844454,C,12,302006,233,233,131,B,ADLD,342001,12/10/2017,12/1/2017,2/6/2018,4453,2/18/2018,15
2884372,R,1,400059,233,233,131,B,ADLD,136119,12/9/2017,12/12/2016,2/19/2018,4011,2/21/2018,17
3018677,P,9,411016,233,233,131,A,ADLD,411038,3/10/2017,3/7/2017,3/26/2018,4391,3/29/2018,15
2896121,Y,2,110018,233,233,131,B,ADLD,123106,2/6/2018,8/17/2017,2/22/2018,4147,2/28/2018,15
2889851,AJ,2,110018,233,233,228,A,ADLD,110032,7/16/2017,7/4/2017,2/20/2018,4388,2/22/2018,12
2898191,AN,22,400104,233,233,131,A,ADLD,400706,10/6/2017,10/1/2017,2/22/2018,4581,2/24/2018,9
2992003,AJ,23,400001,233,233,228,A,ADLD,380013,2/14/2018,6/29/2017,3/17/2018,4398,3/19/2018,12
2990260,AN,26,560066,308,233,131,A,ADLD,560079,9/18/2017,9/15/2017,3/17/2018,5001,3/24/2018,8
3049738,C,4,600024,233,233,131,A,ADLD,600079,11/25/2017,11/25/2017,4/3/2018,4483,4/13/2018,10
2853023,Z,3,560011,233,233,131,A,ADLD,560102,10/19/2017,10/19/2017,2/8/2018,4412,2/10/2018,14
2921163,AN,21,110015,233,233,228,A,ADLD,201014,9/12/2017,8/23/2017,2/27/2018,4580,3/1/2018,8
2892824,C,2,110018,233,233,228,A,ADLD,201009,2/2/2018,9/23/2017,2/21/2018,4550,3/1/2018,13
2907621,AN,21,110015,233,233,228,A,ADLD,201010,6/9/2017,6/4/2017,2/26/2018,4580,2/28/2018,11
2923599,C,9,411016,233,233,131,B,ADLD,413003,11/1/2017,10/20/2017,2/28/2018,4548,3/3/2018,17
2907811,AI,7,500004,233,233,131,B,ADLD,530044,1/16/2018,1/16/2018,2/26/2018,4474,3/10/2018,15
2938650,AJ,17,800001,233,233,131,C,ADLD,828113,2/13/2018,5/16/2017,3/4/2018,4370,3/13/2018,17
2970376,C,2,110018,233,233,131,A,ADLD,201303,7/2/2017,7/2/2017,3/11/2018,4094,3/14/2018,14
2969201,C,8,700064,233,233,131,C,ADLD,753001,8/6/2017,8/6/2017,3/10/2018,4500,3/12/2018,18
3046841,AN,26,560066,233,233,131,A,ADLD,560034,5/20/2017,5/18/2017,4/2/2018,5001,4/10/2018,11
2962286,AM,8,700064,233,233,228,B,ADLD,842003,1/18/2018,1/4/2018,3/10/2018,4502,3/25/2018,20
3037827,AN,21,110015,233,233,131,A,ADLD,110077,7/25/2017,5/25/2017,3/30/2018,4580,4/4/2018,9
3024961,AJ,27,110034,233,233,228,A,ADLD,110048,1/31/2018,1/30/2018,3/27/2018,4388,4/1/2018,14
2865057,AN,2,110018,233,233,228,A,ADLD,110040,1/15/2018,8/25/2017,2/12/2018,4147,2/20/2018,9
2974277,AJ,17,800001,233,233,228,C,ADLD,828116,12/12/2017,6/27/2017,3/13/2018,4370,3/20/2018,18
2994090,AN,17,800001,233,233,131,C,ADLD,831005,10/21/2017,10/6/2017,3/18/2018,4538,3/20/2018,14
2947754,AN,22,400104,233,233,131,B,ADLD,385001,4/13/2017,4/9/2017,3/6/2018,4581,3/19/2018,15
3069774,AJ,23,400001,233,233,228,A,ADLD,400092,3/20/2018,7/6/2016,4/9/2018,4398,4/17/2018,9
3001006,AJ,25,560037,233,233,131,A,ADLD,560010,3/29/2017,3/28/2017,3/20/2018,4460,3/23/2018,10
2860364,AJ,12,302006,233,233,131,A,ADLD,302004,7/20/2017,7/15/2017,2/10/2018,4407,2/13/2018,12
2905392,AJ,7,500004,233,233,228,B,ADLD,520008,1/20/2018,1/3/2018,2/24/2018,4474,3/1/2018,12
2898585,AN,21,110015,233,233,228,B,ADLD,125001,1/10/2018,1/8/2018,2/22/2018,4580,2/23/2018,13
2938294,AN,21,110015,233,233,228,A,ADLD,110045,2/7/2018,11/21/2017,3/4/2018,4580,3/6/2018,9
2906924,AN,21,110015,233,233,131,B,ADLD,208016,5/19/2017,5/17/2017,2/25/2018,4580,2/27/2018,11
2923689,C,2,110018,233,233,131,A,ADLD,110085,10/16/2017,10/12/2017,2/28/2018,4550,3/2/2018,12
3083810,AN,7,500004,233,233,131,A,ADLD,500072,9/22/2017,9/19/2017,4/14/2018,4403,4/20/2018,8
2850496,G,8,700064,233,233,131,B,ADLD,781017,10/7/2017,10/6/2017,2/7/2018,4505,2/9/2018,19
2860105,AJ,6,160059,233,233,131,B,ADLD,160034,9/1/2017,9/1/2017,2/10/2018,4437,2/15/2018,11
2856427,AN,3,560011,233,233,131,A,ADLD,560026,2/4/2018,1/23/2018,2/9/2018,4467,2/14/2018,9
2843596,C,2,110018,233,233,131,A,ADLD,201303,2/18/2017,2/16/2017,2/6/2018,4091,2/8/2018,13
2866134,AN,22,400104,233,233,131,B,ADLD,389001,12/10/2016,12/7/2016,2/13/2018,4581,2/17/2018,13
2880148,AJ,7,500004,233,233,228,A,ADLD,500049,6/9/2017,10/30/2017,2/17/2018,4474,2/19/2018,8
2908608,AN,22,400104,233,233,131,B,ADLD,444601,8/21/2017,8/17/2017,2/26/2018,4581,3/4/2018,11
2928288,AJ,6,160059,233,233,131,A,ADLD,140308,5/4/2017,4/30/2017,3/1/2018,4437,3/15/2018,9
2972377,AN,26,560066,233,233,131,C,ADLD,600052,12/23/2017,12/15/2017,3/12/2018,5001,3/16/2018,12
3004034,C,2,110018,233,233,131,A,ADLD,121002,9/25/2017,9/19/2017,3/21/2018,4550,3/24/2018,14
2977333,AN,7,500004,233,233,131,A,ADLD,500027,3/14/2017,3/8/2017,3/13/2018,4403,3/25/2018,9
3044529,AN,26,560066,308,233,131,A,ADLD,560073,4/20/2017,1/23/2017,4/1/2018,5001,4/5/2018,11
3042093,AJ,27,110034,233,233,228,A,ADLD,110082,8/14/2017,5/14/2017,3/31/2018,4388,4/2/2018,8
2973579,AJ,27,110034,233,233,131,B,ADLD,342008,12/21/2017,12/18/2017,3/13/2018,4388,4/1/2018,14
3079423,AN,21,110015,0,233,131,B,ADLD,132001,11/3/2017,11/2/2017,4/12/2018,4580,4/18/2018,10
3079423,AN,21,110015,233,233,131,B,ADLD,132001,11/3/2017,11/2/2017,4/12/2018,4580,4/18/2018,10
